First;Last;Nickname;Ht.;Wt.;Reach;Stance;W;L;D;Foot;Inches;Height_cm;Weight.Lbs;Weight.Kg
Eldo Xavier;Dias;;"5' 11""";180 lbs.;--;;0;1;0;5.0;11.0;180.34;180.0;81.64656
Rafael;Dias;;"5' 9""";145 lbs.;--;Orthodox;17;12;2;5.0;9.0;175.26;145.0;65.77083999999999
Hacran;Dias;Barnabe;"5' 8""";155 lbs.;"69.0""";Orthodox;23;6;1;5.0;8.0;172.72;155.0;70.30676
Victor;Dias;Crazy Horse;"5' 6""";125 lbs.;"69.0""";Orthodox;11;3;0;5.0;6.0;167.64000000000001;125.0;56.699
Luis Felipe;Dias;;"5' 10""";185 lbs.;"74.0""";;17;5;0;5.0;10.0;177.8;185.0;83.91452
Magno;Dias;The Violence;"5' 5""";135 lbs.;"67.0""";;6;2;0;5.0;5.0;165.1;135.0;61.23492
Nick;Diaz;;"6' 1""";170 lbs.;"76.0""";Southpaw;26;10;0;6.0;1.0;185.42000000000002;170.0;77.11064
Nate;Diaz;;"6' 0""";170 lbs.;"76.0""";Southpaw;22;13;0;6.0;0.0;182.88;170.0;77.11064
Michael;Diaz;;--;260 lbs.;--;;1;2;0;;;;260.0;117.93392
Ryan;Diaz;;--;145 lbs.;--;;13;14;0;;;;145.0;65.77083999999999
Adrian;Diaz;;"5' 10""";145 lbs.;--;Southpaw;11;4;1;5.0;10.0;177.8;145.0;65.77083999999999
Ozzy;Diaz;;"6' 4""";185 lbs.;"79.0""";Orthodox;10;3;0;6.0;4.0;193.04;185.0;83.91452
Juan;Diaz;Pegajoso;"5' 8""";135 lbs.;"69.0""";Orthodox;15;1;1;5.0;8.0;172.72;135.0;61.23492
Mark;Dickman;Tricky;"5' 9""";145 lbs.;--;;11;3;0;5.0;9.0;175.26;145.0;65.77083999999999
Josh;Diekmann;The Freight Train;"5' 4""";246 lbs.;--;;15;8;0;5.0;4.0;162.56;246.0;111.583632
Kyle;Dietz;;"5' 8""";135 lbs.;--;Orthodox;5;2;0;5.0;8.0;172.72;135.0;61.23492
Seth;Dikun;;"5' 10""";135 lbs.;"69.0""";Orthodox;9;8;0;5.0;10.0;177.8;135.0;61.23492
TJ;Dillashaw;;"5' 6""";135 lbs.;"67.0""";Orthodox;18;5;0;5.0;6.0;167.64000000000001;135.0;61.23492
Ralph;Dillon;Rage;"6' 2""";205 lbs.;--;Orthodox;0;2;1;6.0;2.0;187.96;205.0;92.98636
Drew;Dimanlig;;--;185 lbs.;--;;3;4;0;;;;185.0;83.91452
Ding;Meng;The Assassin;"6' 2""";170 lbs.;"73.0""";Orthodox;34;9;0;6.0;2.0;187.96;170.0;77.11064
Rodolfo Marques;Diniz;;"5' 6""";135 lbs.;--;;23;9;1;5.0;6.0;167.64000000000001;135.0;61.23492
Jhonata;Diniz;;"6' 4""";254 lbs.;"79.0""";Orthodox;9;2;0;6.0;4.0;193.04;254.0;115.212368
Helio;Dipp;;"6' 5""";185 lbs.;--;Orthodox;6;3;0;6.0;5.0;195.58;185.0;83.91452
Rico;DiSciullo;;"5' 8""";135 lbs.;--;Orthodox;9;2;0;5.0;8.0;172.72;135.0;61.23492
Matt;Dixon;Magic;"5' 10""";170 lbs.;"75.0""";Switch;9;1;0;5.0;10.0;177.8;170.0;77.11064
John;Dixson;Big John;"6' 0""";275 lbs.;--;Orthodox;15;22;0;6.0;0.0;182.88;275.0;124.7378
Anthony;Do;;"5' 4""";125 lbs.;--;;4;2;0;5.0;4.0;162.56;125.0;56.699
Russell;Doane;;"5' 7""";135 lbs.;"70.0""";Orthodox;15;8;0;5.0;7.0;170.18;135.0;61.23492
Drew;Dober;;"5' 8""";155 lbs.;"70.0""";Southpaw;28;15;0;5.0;8.0;172.72;155.0;70.30676
Shana;Dobson;Danger;"5' 6""";125 lbs.;"69.0""";Orthodox;4;5;0;5.0;6.0;167.64000000000001;125.0;56.699
AJ;Dobson;;"6' 1""";185 lbs.;"76.0""";Orthodox;7;3;0;6.0;1.0;185.42000000000002;185.0;83.91452
David;Dodd;;"6' 2""";200 lbs.;--;Orthodox;4;7;0;6.0;2.0;187.96;200.0;90.7184
John;Dodson;The Magician;"5' 3""";135 lbs.;"66.0""";Orthodox;22;12;0;5.0;3.0;160.02;135.0;61.23492
Joe;Doerksen;El Dirte;"6' 0""";185 lbs.;"75.0""";Orthodox;51;16;0;6.0;0.0;182.88;185.0;83.91452
Mike;Dolce;Skull Cracker;"5' 11""";185 lbs.;--;;5;10;0;5.0;11.0;180.34;185.0;83.91452
Roman;Dolidze;;"6' 2""";185 lbs.;"76.0""";Orthodox;15;4;0;6.0;2.0;187.96;185.0;83.91452
Cameron;Dollar;;"5' 11""";155 lbs.;--;Orthodox;11;5;0;5.0;11.0;180.34;155.0;70.30676
CB;Dollaway;The Doberman;"6' 2""";185 lbs.;"76.0""";Orthodox;17;9;0;6.0;2.0;187.96;185.0;83.91452
Dennis;Dombrow;;--;145 lbs.;--;;7;5;0;;;;145.0;65.77083999999999
OJ;Dominguez;;--;--;--;;0;1;0;;;;;
John;Donaldson;J.T.;"5' 8""";145 lbs.;--;;2;2;0;5.0;8.0;172.72;145.0;65.77083999999999
Daniil;Donchenko;;"5' 11""";170 lbs.;"71.0""";Orthodox;14;2;0;5.0;11.0;180.34;170.0;77.11064
Dong;Huaxiang;;"5' 3""";115 lbs.;"61.0""";Switch;12;3;0;5.0;3.0;160.02;115.0;52.16308
Cody;Donovan;Donnybrook;"6' 3""";205 lbs.;"74.0""";Orthodox;8;5;0;6.0;3.0;190.5;205.0;92.98636
Houston;Dorr;;"6' 1""";210 lbs.;--;Orthodox;1;2;0;6.0;1.0;185.42000000000002;210.0;95.25431999999999
Rafael;Dos Anjos;;"5' 8""";170 lbs.;"70.0""";Southpaw;32;17;0;5.0;8.0;172.72;170.0;77.11064
Junior;Dos Santos;Cigano;"6' 4""";238 lbs.;"77.0""";Orthodox;21;9;0;6.0;4.0;193.04;238.0;107.954896
Geronimo;dos Santos;Mondragon;"6' 3""";264 lbs.;--;Orthodox;39;19;0;6.0;3.0;190.5;264.0;119.748288
Antonio;Dos Santos;Junior Alpha;"5' 10""";185 lbs.;--;Orthodox;6;4;0;5.0;10.0;177.8;185.0;83.91452
Anderson;Dos Santos;Berinja;"5' 5""";135 lbs.;"70.0""";Orthodox;21;9;0;5.0;5.0;165.1;135.0;61.23492
Acacio;Dos Santos;Pequeno;"6' 4""";205 lbs.;"79.0""";Orthodox;14;5;0;6.0;4.0;193.04;205.0;92.98636
Rayanne;dos Santos;;"5' 2""";115 lbs.;"62.0""";Orthodox;14;9;0;5.0;2.0;157.48;115.0;52.16308
Felipe;dos Santos;Lipe Detona;"5' 7""";125 lbs.;"70.0""";Orthodox;8;3;0;5.0;7.0;170.18;125.0;56.699
Tiago;dos Santos e Silva;Trator;"5' 9""";145 lbs.;"70.0""";Orthodox;20;7;2;5.0;9.0;175.26;145.0;65.77083999999999
Oleksandr;Doskalchuk;;"5' 6""";125 lbs.;--;Southpaw;10;2;0;5.0;6.0;167.64000000000001;125.0;56.699
David;Douglas;Tarzan;"5' 11""";155 lbs.;--;;9;7;0;5.0;11.0;180.34;155.0;70.30676
Damion;Douglas;;--;170 lbs.;--;;4;1;0;;;;170.0;77.11064
Lerryan;Douglas;Gunslinger;"5' 9""";145 lbs.;"72.0""";Orthodox;13;5;0;5.0;9.0;175.26;145.0;65.77083999999999
Cedric;Doumbe;;"5' 10""";170 lbs.;--;;2;0;0;5.0;10.0;177.8;170.0;77.11064
John;Dowdy;;--;--;--;;0;1;0;;;;;
Jordan;Dowdy;;--;170 lbs.;--;;4;3;0;;;;170.0;77.11064
Danny;Downes;;"6' 0""";155 lbs.;"72.0""";Orthodox;8;3;0;6.0;0.0;182.88;155.0;70.30676
Derek;Downey;;"6' 1""";185 lbs.;--;Orthodox;11;4;0;6.0;1.0;185.42000000000002;185.0;83.91452
John;Doyle;The Iron Bull;"5' 11""";205 lbs.;--;Orthodox;11;22;0;5.0;11.0;180.34;205.0;92.98636
Edson;Drago;;"6' 4""";220 lbs.;--;Orthodox;11;7;0;6.0;4.0;193.04;220.0;99.79024
Jimmy;Drago;;"5' 10""";170 lbs.;"71.0""";Orthodox;7;3;0;5.0;10.0;177.8;170.0;77.11064
Anthony;Drilich;;"5' 5""";125 lbs.;"65.0""";Southpaw;8;2;0;5.0;5.0;165.1;125.0;56.699
Kyle;Driscoll;KD;"5' 11""";145 lbs.;"74.0""";Orthodox;12;3;0;5.0;11.0;180.34;145.0;65.77083999999999
Chris;Drumm;;"5' 8""";145 lbs.;--;;0;1;0;5.0;8.0;172.72;145.0;65.77083999999999
Tomasz;Drwal;Gorilla;"6' 1""";205 lbs.;"76.0""";Orthodox;21;5;1;6.0;1.0;185.42000000000002;205.0;92.98636
Robert;Drysdale;;"6' 3""";205 lbs.;--;Orthodox;7;0;0;6.0;3.0;190.5;205.0;92.98636
Dricus;Du Plessis;Stillknocks;"6' 1""";185 lbs.;"76.0""";Switch;23;3;0;6.0;1.0;185.42000000000002;185.0;83.91452
Hugo;Duarte;;"6' 0""";240 lbs.;--;Orthodox;6;3;0;6.0;0.0;182.88;240.0;108.86207999999999
Antonio;Duarte;Tigre;"5' 7""";135 lbs.;--;;19;7;0;5.0;7.0;170.18;135.0;61.23492
Joe;Duarte;;--;155 lbs.;--;;10;4;0;;;;155.0;70.30676
Yuneisy;Duben;;"5' 4""";125 lbs.;"65.0""";Orthodox;6;1;0;5.0;4.0;162.56;125.0;56.699
Matthieu;Duclos;;"6' 3""";185 lbs.;"77.0""";Orthodox;6;3;0;6.0;3.0;190.5;185.0;83.91452
Emily;Ducote;Gordinha;"5' 2""";115 lbs.;"63.0""";Orthodox;13;9;0;5.0;2.0;157.48;115.0;52.16308
Viktoriia;Dudakova;;"5' 5""";115 lbs.;"67.0""";Orthodox;8;2;0;5.0;5.0;165.1;115.0;52.16308
Milana;Dudieva;;"5' 3""";135 lbs.;--;Orthodox;11;6;0;5.0;3.0;160.02;135.0;61.23492
Adin;Duenas;;"5' 6""";145 lbs.;--;;6;1;0;5.0;6.0;167.64000000000001;145.0;65.77083999999999
Todd;Duffee;;"6' 3""";260 lbs.;"78.0""";Orthodox;9;3;0;6.0;3.0;190.5;260.0;117.93392
Joe;Duffy;Irish;"5' 10""";155 lbs.;"73.0""";Orthodox;16;5;0;5.0;10.0;177.8;155.0;70.30676
Jack;Duffy;The Fury;"5' 7""";125 lbs.;"69.0""";Switch;7;1;0;5.0;7.0;170.18;125.0;56.699
Alexis;Dufresne;Sneaky Zebra;"5' 9""";135 lbs.;--;Orthodox;6;3;0;5.0;9.0;175.26;135.0;61.23492
Jessamyn;Duke;The Gun;"5' 11""";135 lbs.;"73.0""";Orthodox;3;5;0;5.0;11.0;180.34;135.0;61.23492
Islam;Dulatov;The Ripper;"6' 3""";170 lbs.;"75.0""";Orthodox;12;1;0;6.0;3.0;190.5;170.0;77.11064
Isaac;Dulgarian;The Midwest Choppa;"5' 7""";145 lbs.;"71.0""";Orthodox;7;2;0;5.0;7.0;170.18;145.0;65.77083999999999
Kelly;Dullanty;Psycho;"5' 8""";155 lbs.;--;Orthodox;4;2;0;5.0;8.0;172.72;155.0;70.30676
Sedriques;Dumas;The Reaper;"6' 2""";185 lbs.;"79.0""";Orthodox;10;4;0;6.0;2.0;187.96;185.0;83.91452
Norma;Dumont;The Immortal;"5' 7""";135 lbs.;"67.0""";Orthodox;13;2;0;5.0;7.0;170.18;135.0;61.23492
Chris;Duncan;The Problem;"5' 10""";155 lbs.;"71.0""";Orthodox;15;2;0;5.0;10.0;177.8;155.0;70.30676
Christian Leroy;Duncan;CLD;"6' 2""";185 lbs.;"79.0""";Switch;13;2;0;6.0;2.0;187.96;185.0;83.91452
Evan;Dunham;;"5' 10""";155 lbs.;"70.0""";Southpaw;18;9;1;5.0;10.0;177.8;155.0;70.30676
Alex;Dunworth;;"5' 8""";155 lbs.;--;;2;2;0;5.0;8.0;172.72;155.0;70.30676
Tom;Duquesnoy;Fire Kid;"5' 7""";135 lbs.;"68.0""";Orthodox;16;2;0;5.0;7.0;170.18;135.0;61.23492
Albert;Duraev;;"5' 11""";185 lbs.;"75.0""";Orthodox;16;5;0;5.0;11.0;180.34;185.0;83.91452
Reuben;Duran;;"5' 7""";135 lbs.;"71.0""";Orthodox;11;7;1;5.0;7.0;170.18;135.0;61.23492
Cody;Durden;Custom Made;"5' 7""";125 lbs.;"67.0""";Southpaw;17;9;1;5.0;7.0;170.18;125.0;56.699
Luiz;Dutra;Besouro;"5' 11""";170 lbs.;--;Orthodox;13;6;1;5.0;11.0;180.34;170.0;77.11064
Rilley;Dutro;;"5' 8""";125 lbs.;--;Orthodox;11;4;0;5.0;8.0;172.72;125.0;56.699
Bill;Duvall;;"6' 2""";185 lbs.;--;Southpaw;1;2;0;6.0;2.0;187.96;185.0;83.91452
Merab;Dvalishvili;The Machine;"5' 6""";135 lbs.;"68.0""";Orthodox;21;5;0;5.0;6.0;167.64000000000001;135.0;61.23492
David;Dvorak;Undertaker;"5' 5""";125 lbs.;"68.0""";Orthodox;20;6;0;5.0;5.0;165.1;125.0;56.699
Matt;Dwyer;;"6' 4""";170 lbs.;"76.0""";Orthodox;9;4;0;6.0;4.0;193.04;170.0;77.11064
Rolando;Dy;Dy Incredible;"5' 8""";145 lbs.;"69.0""";Orthodox;9;7;1;5.0;8.0;172.72;145.0;65.77083999999999
Shanelle;Dyer;The Nightmare;"5' 6""";115 lbs.;"65.0""";Orthodox;6;1;0;5.0;6.0;167.64000000000001;115.0;52.16308
Ben;Earwood;;"5' 8""";170 lbs.;--;Orthodox;12;3;0;5.0;8.0;172.72;170.0;77.11064
Cody;East;The Freight Train;"6' 3""";245 lbs.;--;Orthodox;12;3;0;6.0;3.0;190.5;245.0;111.13004
Marvin;Eastman;The Beastman;"5' 9""";185 lbs.;"73.0""";Orthodox;18;15;1;5.0;9.0;175.26;185.0;83.91452
Mike;Easton;The Hulk;"5' 6""";135 lbs.;"70.0""";Southpaw;13;6;0;5.0;6.0;167.64000000000001;135.0;61.23492
Maurice;Eazel;;"5' 7""";135 lbs.;--;;7;15;0;5.0;7.0;170.18;135.0;61.23492
Vincent;Eazelle;The Real Deal;"5' 11""";155 lbs.;--;;9;2;0;5.0;11.0;180.34;155.0;70.30676
Ross;Ebanez;The Boss;"5' 9""";154 lbs.;--;Southpaw;20;10;0;5.0;9.0;175.26;154.0;69.853168
Brian;Ebersole;Bad Boy;"6' 0""";170 lbs.;"73.0""";Southpaw;51;18;1;6.0;0.0;182.88;170.0;77.11064
Roybert;Echeverria;The Unbroken;"5' 5""";125 lbs.;"67.0""";Switch;7;1;0;5.0;5.0;165.1;125.0;56.699
Mark;Eddiva;;"5' 8""";145 lbs.;"68.0""";Orthodox;6;3;0;5.0;8.0;172.72;145.0;65.77083999999999
Frankie;Edgar;The Answer;"5' 6""";135 lbs.;"68.0""";Orthodox;23;11;1;5.0;6.0;167.64000000000001;135.0;61.23492
Abdul-Kerim;Edilov;;"6' 2""";205 lbs.;--;Orthodox;17;4;0;6.0;2.0;187.96;205.0;92.98636
Johnny;Eduardo;;"5' 7""";135 lbs.;"71.0""";Orthodox;28;13;0;5.0;7.0;170.18;135.0;61.23492
Yves;Edwards;;"5' 9""";155 lbs.;"73.0""";Southpaw;42;22;1;5.0;9.0;175.26;155.0;70.30676
Justin;Edwards;Fast Eddy;"5' 10""";155 lbs.;"70.0""";Orthodox;9;5;0;5.0;10.0;177.8;155.0;70.30676
Leon;Edwards;Rocky;"6' 2""";170 lbs.;"74.0""";Southpaw;22;6;0;6.0;2.0;187.96;170.0;77.11064
Te;Edwards;;"5' 8""";155 lbs.;"72.0""";Orthodox;6;3;0;5.0;8.0;172.72;155.0;70.30676
Adli;Edwards;;--;145 lbs.;--;;4;1;0;;;;145.0;65.77083999999999
Joselyne;Edwards;La Pantera;"5' 8""";135 lbs.;"70.0""";Orthodox;16;6;0;5.0;8.0;172.72;135.0;61.23492
Tom;Egan;;"5' 11""";170 lbs.;--;Orthodox;7;5;0;5.0;11.0;180.34;170.0;77.11064
Stephanie;Egger;;"5' 6""";135 lbs.;"68.0""";Orthodox;8;5;0;5.0;6.0;167.64000000000001;135.0;61.23492
Justin;Eilers;The Hammer;"6' 1""";235 lbs.;--;Orthodox;19;7;1;6.0;1.0;185.42000000000002;235.0;106.59412
Jon Olav;Einemo;The Viking;"6' 6""";253 lbs.;--;Orthodox;6;3;0;6.0;6.0;198.12;253.0;114.758776
Per;Eklund;;"5' 10""";155 lbs.;"72.0""";Orthodox;14;5;1;5.0;10.0;177.8;155.0;70.30676
John;Elam;;--;--;--;;2;0;0;;;;;
Evan;Elder;The Phenom;"5' 10""";155 lbs.;"72.0""";Switch;10;2;0;5.0;10.0;177.8;155.0;70.30676
Billy;Elekana;Son of Susie;"6' 3""";205 lbs.;"77.0""";Southpaw;10;2;0;6.0;3.0;190.5;205.0;92.98636
John Paul;Elias;;"6' 4""";205 lbs.;--;;3;1;0;6.0;4.0;193.04;205.0;92.98636
Joao;Elias;Alicate;"5' 3""";125 lbs.;"64.0""";Southpaw;17;4;1;5.0;3.0;160.02;125.0;56.699
Saul;Elizondo;;"5' 7""";135 lbs.;--;;6;8;0;5.0;7.0;170.18;135.0;61.23492
Darren;Elkins;The Damage;"5' 10""";145 lbs.;"71.0""";Orthodox;29;12;0;5.0;10.0;177.8;145.0;65.77083999999999
Jake;Ellenberger;The Juggernaut;"5' 9""";170 lbs.;"71.0""";Orthodox;31;15;0;5.0;9.0;175.26;170.0;77.11064
Joe;Ellenberger;Excalibur;"5' 9""";155 lbs.;"72.0""";Orthodox;15;2;0;5.0;9.0;175.26;155.0;70.30676
Tim;Elliott;;"5' 7""";125 lbs.;"66.0""";Southpaw;22;13;1;5.0;7.0;170.18;125.0;56.699
Oban;Elliott;The Welsh Gangster;"6' 0""";170 lbs.;"72.0""";Orthodox;12;4;0;6.0;0.0;182.88;170.0;77.11064
Eddy;Ellis;Fast;"5' 9""";170 lbs.;--;Orthodox;21;16;1;5.0;9.0;175.26;170.0;77.11064
Lisa;Ellis;;"5' 4""";115 lbs.;--;;15;11;0;5.0;4.0;162.56;115.0;52.16308
Elisha;Ellison;The Snack Panther;"6' 0""";238 lbs.;"78.0""";Orthodox;5;2;0;6.0;0.0;182.88;238.0;107.954896
Anna;Elmose;Panda;"5' 3""";115 lbs.;--;Orthodox;3;2;0;5.0;3.0;160.02;115.0;52.16308
Cameron;Else;Camchida;"5' 9""";135 lbs.;"71.0""";Switch;10;6;0;5.0;9.0;175.26;135.0;61.23492
Aaron;Ely;The Cyborg;"5' 8""";135 lbs.;--;;5;2;0;5.0;8.0;172.72;135.0;61.23492
Sovannahry;Em;The Sweet Savage;"5' 4""";135 lbs.;--;;3;1;0;5.0;4.0;162.56;135.0;61.23492
Ramazan;Emeev;Gorets;"5' 10""";170 lbs.;"76.0""";Southpaw;20;6;0;5.0;10.0;177.8;170.0;77.11064
Aleksander;Emelianenko;;"6' 6""";255 lbs.;--;Orthodox;23;7;0;6.0;6.0;198.12;255.0;115.66596
Fedor;Emelianenko;The Last Emperor;"6' 0""";230 lbs.;"74.0""";Orthodox;36;5;0;6.0;0.0;182.88;230.0;104.32616
Rob;Emerson;The Saint;"5' 9""";155 lbs.;"70.0""";Orthodox;18;12;0;5.0;9.0;175.26;155.0;70.30676
Jamall;Emmers;Pretty Boy;"5' 10""";145 lbs.;"74.0""";Orthodox;22;8;0;5.0;10.0;177.8;145.0;65.77083999999999
Josh;Emmett;CC0;"5' 6""";145 lbs.;"70.0""";Orthodox;19;6;0;5.0;6.0;167.64000000000001;145.0;65.77083999999999
Marius;Enache;;"5' 11""";155 lbs.;--;;3;3;0;5.0;11.0;180.34;155.0;70.30676
Kevin;Engel;The Hitman;"6' 2""";170 lbs.;--;;5;1;0;6.0;2.0;187.96;170.0;77.11064
Kolton;Englund;White Assassin;"5' 10""";155 lbs.;"69.0""";Orthodox;9;4;0;5.0;10.0;177.8;155.0;70.30676
Oliver;Enkamp;;"6' 0""";170 lbs.;"77.0""";Switch;7;2;0;6.0;0.0;182.88;170.0;77.11064
Alex;Enlund;;"5' 10""";145 lbs.;--;Orthodox;14;2;0;5.0;10.0;177.8;145.0;65.77083999999999
Kenny;Ento;Tha' Dragon;"6' 2""";192 lbs.;--;;14;15;0;6.0;2.0;187.96;192.0;87.089664
Ian;Entwistle;Enty;"5' 5""";135 lbs.;--;Orthodox;9;3;0;5.0;5.0;165.1;135.0;61.23492
Andy;Enz;Tank Mode;"6' 3""";185 lbs.;"78.0""";Orthodox;10;4;0;6.0;3.0;190.5;185.0;83.91452
Won Jin;Eoh;;"5' 7""";160 lbs.;--;Orthodox;5;5;1;5.0;7.0;170.18;160.0;72.57472
Yuji;Ephoevi-Ga;The Chef;"6' 0""";155 lbs.;"75.0""";Switch;11;1;0;6.0;0.0;182.88;155.0;70.30676
Josh;Epps;;--;130 lbs.;--;;6;7;0;;;;130.0;58.96696
Abdellah;Er-Ramy;The Golden Boy;"6' 0""";185 lbs.;"74.0""";Orthodox;7;2;0;6.0;0.0;182.88;185.0;83.91452
Steve;Erceg;Astroboy;"5' 8""";125 lbs.;"68.0""";Orthodox;13;4;0;5.0;8.0;172.72;125.0;56.699
Tom;Erikson;The Big Cat;"6' 3""";280 lbs.;--;Orthodox;9;4;1;6.0;3.0;190.5;280.0;127.00576
Konstantin;Erokhin;;"5' 11""";230 lbs.;--;Orthodox;9;3;0;5.0;11.0;180.34;230.0;104.32616
Julian;Erosa;Juicy J;"6' 1""";145 lbs.;"74.0""";Southpaw;31;13;0;6.0;1.0;185.42000000000002;145.0;65.77083999999999
Jarno;Errens;;"5' 11""";145 lbs.;"73.0""";Orthodox;14;6;1;5.0;11.0;180.34;145.0;65.77083999999999
Ivan;Erslan;;"6' 2""";205 lbs.;"72.0""";Orthodox;14;6;0;6.0;2.0;187.96;205.0;92.98636
Nick;Ertl;;"5' 9""";155 lbs.;--;;8;6;0;5.0;9.0;175.26;155.0;70.30676
Chel;Erwin-Davis;The First Sun;"6' 0""";170 lbs.;--;;5;1;0;6.0;0.0;182.88;170.0;77.11064
Bobby;Escalante;;--;130 lbs.;--;;5;6;0;;;;130.0;58.96696
Eric;Esch;Butterbean;"5' 11""";350 lbs.;--;Orthodox;15;10;1;5.0;11.0;180.34;350.0;158.7572
Pro;Escobedo;;--;205 lbs.;--;;1;0;0;;;;205.0;92.98636
Cole;Escovedo;Apache Kid;"5' 7""";135 lbs.;"72.0""";Orthodox;17;9;0;5.0;7.0;170.18;135.0;61.23492
Efrain;Escudero;Hecho En Mexico;"5' 9""";155 lbs.;"71.0""";Orthodox;28;12;0;5.0;9.0;175.26;155.0;70.30676
Evan;Esguerra;;--;145 lbs.;--;;8;7;0;;;;145.0;65.77083999999999
Carla;Esparza;Cookie Monster;"5' 1""";115 lbs.;"63.0""";Orthodox;20;8;0;5.0;1.0;154.94;115.0;52.16308
Juan;Espino;El Guapo;"6' 3""";255 lbs.;"80.0""";Orthodox;11;2;0;6.0;3.0;190.5;255.0;115.66596
Jordan;Espinosa;The Gamer;"5' 6""";125 lbs.;"69.0""";Orthodox;15;9;0;5.0;6.0;167.64000000000001;125.0;56.699
Jodie;Esquibel;;"5' 1""";115 lbs.;"64.0""";Orthodox;6;6;0;5.0;1.0;154.94;115.0;52.16308
Rafael;Estevam;Macapa;"5' 8""";125 lbs.;"69.0""";Orthodox;14;0;0;5.0;8.0;172.72;125.0;56.699
Achilles;Estremadura;;"5' 10""";155 lbs.;"68.0""";Orthodox;7;1;0;5.0;10.0;177.8;155.0;70.30676
Shaun;Etchell;The Buzzsaw;"5' 7""";125 lbs.;"68.0""";Switch;7;3;0;5.0;7.0;170.18;125.0;56.699
Terry;Etim;;"6' 1""";155 lbs.;"73.0""";Orthodox;16;5;0;6.0;1.0;185.42000000000002;155.0;70.30676
Fred;Ettish;;"6' 0""";180 lbs.;--;Southpaw;1;1;0;6.0;0.0;182.88;180.0;81.64656
Scott;Ettling;;--;135 lbs.;--;;4;2;0;;;;135.0;61.23492
Sijara;Eubanks;SarJ;"5' 4""";125 lbs.;"67.0""";Orthodox;8;7;0;5.0;4.0;162.56;125.0;56.699
Billy;Evangelista;;"5' 8""";155 lbs.;"68.0""";Orthodox;13;3;0;5.0;8.0;172.72;155.0;70.30676
Rashad;Evans;Suga;"6' 0""";205 lbs.;"75.0""";Orthodox;19;8;1;6.0;0.0;182.88;205.0;92.98636
Doug;Evans;;"5' 9""";155 lbs.;--;Orthodox;13;10;0;5.0;9.0;175.26;155.0;70.30676
Ashlee;Evans-Smith;Rebel Girl;"5' 8""";135 lbs.;"67.0""";Orthodox;6;6;0;5.0;8.0;172.72;135.0;61.23492
Dan;Evensen;The Viking;"6' 3""";250 lbs.;--;Orthodox;11;4;0;6.0;3.0;190.5;250.0;113.398
Tonya;Evinger;Triple Threat;"5' 7""";135 lbs.;"70.0""";Orthodox;19;8;0;5.0;7.0;170.18;135.0;61.23492
Movsar;Evloev;;"5' 7""";145 lbs.;"72.0""";Orthodox;19;0;0;5.0;7.0;170.18;145.0;65.77083999999999
Andre;Ewell;Mr. Highlight;"5' 8""";145 lbs.;"75.0""";Southpaw;17;9;0;5.0;8.0;172.72;145.0;65.77083999999999
Chris;Ewert;El Tanke;"6' 0""";185 lbs.;"75.0""";Orthodox;7;1;0;6.0;0.0;182.88;185.0;83.91452
Neal;Ewing;;--;185 lbs.;--;;6;0;0;;;;185.0;83.91452
Ethyn;Ewing;The Professor Finesser;"5' 6""";145 lbs.;"69.0""";Orthodox;9;2;0;5.0;6.0;167.64000000000001;145.0;65.77083999999999
Manuel;Exposito;;"5' 7""";145 lbs.;"68.0""";Orthodox;13;3;0;5.0;7.0;170.18;145.0;65.77083999999999
Jessica;Eye;Evil;"5' 6""";125 lbs.;"66.0""";Orthodox;15;11;0;5.0;6.0;167.64000000000001;125.0;56.699
Edward;Faaloloto;;--;155 lbs.;"70.0""";Orthodox;2;5;0;;;;155.0;70.30676
Urijah;Faber;The California Kid;"5' 6""";135 lbs.;"67.0""";Orthodox;35;11;0;5.0;6.0;167.64000000000001;135.0;61.23492
Melinda;Fabian;;"5' 6""";125 lbs.;"66.0""";Orthodox;4;4;2;5.0;6.0;167.64000000000001;125.0;56.699
Wagnney;Fabiano;The Silencer;"5' 6""";145 lbs.;"69.0""";Southpaw;16;4;0;5.0;6.0;167.64000000000001;145.0;65.77083999999999
Bartosz;Fabinski;The Butcher;"6' 0""";170 lbs.;"75.0""";Orthodox;15;5;0;6.0;0.0;182.88;170.0;77.11064
Ron;Faircloth;;"5' 9""";205 lbs.;--;Orthodox;33;20;0;5.0;9.0;175.26;205.0;92.98636
Jason;Fairn;;"6' 1""";230 lbs.;--;;4;5;0;6.0;1.0;185.42000000000002;230.0;104.32616
Zarah;Fairn;Infinite;"5' 8""";135 lbs.;"72.0""";Orthodox;6;6;0;5.0;8.0;172.72;135.0;61.23492
Rinat;Fakhretdinov;Gladiator;"6' 0""";170 lbs.;"74.0""";Orthodox;24;1;1;6.0;0.0;182.88;170.0;77.11064
Maiquel;Falcao;Big Rig;"5' 11""";185 lbs.;--;Orthodox;37;10;0;5.0;11.0;180.34;185.0;83.91452
Pedro;Falcao;Pedrinho;"5' 6""";135 lbs.;"66.0""";Orthodox;16;5;0;5.0;6.0;167.64000000000001;135.0;61.23492
Brodie;Farber;;"6' 1""";170 lbs.;--;Orthodox;16;7;0;6.0;1.0;185.42000000000002;170.0;77.11064
Joao Paulo;Faria;;"5' 9""";155 lbs.;--;;1;1;0;5.0;9.0;175.26;155.0;70.30676
